43,AKG K361,"Samsung AKG K361 - это полноразмерные наушники с высоким качеством звука и комфортной посадкой. Они обеспечивают чистое звучание и глубокие басы. Подходят для прослушивания музыки, просмотра фильмов и звонков.",7990,15,2024-07-11 03:00:00+03,2024-07-17 03:00:00+03,3,0,https://firebasestorage.googleapis.com/v0/b/webstore-410ac.appspot.com/o/%D0%9D%D0%B0%D1%83%D1%88%D0%BD%D0%B8%D0%BA%D0%B8%2F%D0%9D%D0%B0%D1%83%D1%88%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%BC%D0%BE%D0%BD%D0%B8%D1%82%D0%BE%D1%80%D1%8B%2F14.jpeg?alt=media&token=60507503-af22-49a0-8e0c-da3f8edaf7db,2024-05-11 15:33:48.392+03,2024-05-11 15:33:48.392+03,3,2
44,WH-1000XM4,"Sony WH-1000XM4 - это высококачественные наушники с технологией активного шумоподавления. Они обеспечивают превосходное качество звука, удобство при ношении и долгое время работы от одной зарядки. Идеально подходят для прослушивания музыки и проведения звонков в любой обстановке.",29990,10,2024-07-15 03:00:00+03,2024-07-21 03:00:00+03,8,0,https://firebasestorage.googleapis.com/v0/b/webstore-410ac.appspot.com/o/%D0%9D%D0%B0%D1%83%D1%88%D0%BD%D0%B8%D0%BA%D0%B8%2F%D0%9D%D0%B0%D1%83%D1%88%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%BC%D0%BE%D0%BD%D0%B8%D1%82%D0%BE%D1%80%D1%8B%2F15.avif?alt=media&token=0e2b01de-e83a-43b2-8fc6-a6c1cc3d5de2,2024-05-11 15:34:48.114+03,2024-05-11 15:34:48.114+03,3,4
59,SmartWash 8,Honor SmartWash 8 - это интеллектуальная стиральная машина с загрузкой до 8 кг белья. Она оснащена сенсорным управлением и широким выбором программ стирки.,28990,0,2024-07-20 03:00:00+03,2024-07-27 03:00:00+03,2,0,https://firebasestorage.googleapis.com/v0/b/webstore-410ac.appspot.com/o/%D0%91%D1%8B%D1%82%D0%BE%D0%B2%D0%B0%D1%8F%20%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B0%2F%D0%A1%D1%82%D0%B8%D1%80%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D0%BC%D0%B0%D1%88%D0%B8%D0%BD%D1%8B%2F30.webp?alt=media&token=7dce6fac-38a5-488a-8a60-d3be329a67bb,2024-05-11 15:48:05.2+03,2024-05-11 15:48:05.2+03,6,5
61,SmartCook 6L,Мультиварка Samsung SmartCook 6L предлагает широкий выбор программ приготовления и режимов работы. Она оснащена интеллектуальной системой управления и кастрюлей объемом 6 л.,8990,0,2024-07-22 03:00:00+03,2024-07-29 03:00:00+03,2,0,https://firebasestorage.googleapis.com/v0/b/webstore-410ac.appspot.com/o/%D0%91%D1%8B%D1%82%D0%BE%D0%B2%D0%B0%D1%8F%20%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B0%2F%D0%9C%D1%83%D0%BB%D1%8C%D1%82%D0%B8%D0%B2%D0%B0%D1%80%D0%BA%D0%B8%2F32.jpeg?alt=media&token=60d99064-bef6-4c2b-a484-e31593dde06e,2024-05-11 15:49:50.679+03,2024-05-11 15:49:50.679+03,7,2
62,MiHome 5L,Мультиварка Xiaomi MiHome 5L представляет собой умное устройство с многофункциональной кастрюлей объемом 5 литров. Она обладает интегрированным сенсорным дисплеем и множеством программ приготовления.,9990,0,2024-07-20 03:00:00+03,2024-07-27 03:00:00+03,4,0,https://firebasestorage.googleapis.com/v0/b/webstore-410ac.appspot.com/o/%D0%91%D1%8B%D1%82%D0%BE%D0%B2%D0%B0%D1%8F%20%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B0%2F%D0%9C%D1%83%D0%BB%D1%8C%D1%82%D0%B8%D0%B2%D0%B0%D1%80%D0%BA%D0%B8%2F33.jpeg?alt=media&token=a5dcc447-a252-411f-adcb-bf9e0377712c,2024-05-11 15:50:04.354+03,2024-05-11 15:50:04.354+03,7,3
63,MultiMaster 8L,Мультиварка Sony MultiMaster 8L - это многофункциональное устройство с кастрюлей на 8 литров. Она оснащена широким выбором программ приготовления и интеллектуальной системой управления.,12990,0,2024-07-18 03:00:00+03,2024-07-25 03:00:00+03,3,0,https://firebasestorage.googleapis.com/v0/b/webstore-410ac.appspot.com/o/%D0%91%D1%8B%D1%82%D0%BE%D0%B2%D0%B0%D1%8F%20%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B0%2F%D0%9C%D1%83%D0%BB%D1%8C%D1%82%D0%B8%D0%B2%D0%B0%D1%80%D0%BA%D0%B8%2F34.png?alt=media&token=bcccd1c1-e162-4409-8807-b72524cc9977,2024-05-11 15:50:14.392+03,2024-05-11 15:50:14.392+03,7,4
41,Magic Over-Ear Headphones,"Honor Magic Over-Ear Headphones - это стильные и функциональные наушники с высоким качеством звука. Они обеспечивают отличное звучание и комфорт при ношении. Идеальны для прослушивания музыки, игр и просмотра фильмов.",3790,10,2024-06-30 03:00:00+03,2024-07-06 03:00:00+03,7,0,https://firebasestorage.googleapis.com/v0/b/webstore-410ac.appspot.com/o/%D0%9D%D0%B0%D1%83%D1%88%D0%BD%D0%B8%D0%BA%D0%B8%2F%D0%9D%D0%B0%D1%83%D1%88%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%BC%D0%BE%D0%BD%D0%B8%D1%82%D0%BE%D1%80%D1%8B%2F12.png?alt=media&token=a8009597-3c5e-4f39-a2d3-fcda8fc3e50e,2024-05-11 15:29:48.663+03,2024-05-11 15:29:48.663+03,3,5
42,AirPods Max,"AirPods Max - это полноразмерные беспроводные наушники с высоким качеством звука и стильным дизайном. Они обеспечивают превосходное звучание и комфорт при носке. Подходят для прослушивания музыки, просмотра фильмов и звонков.",54990,0,2024-07-05 03:00:00+03,2024-07-11 03:00:00+03,7,0,https://firebasestorage.googleapis.com/v0/b/webstore-410ac.appspot.com/o/%D0%9D%D0%B0%D1%83%D1%88%D0%BD%D0%B8%D0%BA%D0%B8%2F%D0%9D%D0%B0%D1%83%D1%88%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%BC%D0%BE%D0%BD%D0%B8%D1%82%D0%BE%D1%80%D1%8B%2F13.webp?alt=media&token=1245cc64-0d6f-4875-8797-0917d9e96c1a,2024-05-11 15:31:13.644+03,2024-05-11 15:31:13.644+03,3,1
45,MDR-XB55AP,Sony MDR-XB55AP - это проводные наушники-вкладыши с высоким качеством звука и усиленным басом. Они обеспечивают комфортное ношение благодаря эргономичным амбушюрам и удобному кабелю с микрофоном и пультом управления.,1990,0,2024-07-17 03:00:00+03,2024-07-23 03:00:00+03,9,0,https://firebasestorage.googleapis.com/v0/b/webstore-410ac.appspot.com/o/%D0%9D%D0%B0%D1%83%D1%88%D0%BD%D0%B8%D0%BA%D0%B8%2F%D0%9D%D0%B0%D1%83%D1%88%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%B2%D0%BA%D0%BB%D0%B0%D0%B4%D1%8B%D1%88%D0%B8%2F16.jpeg?alt=media&token=cfb534cc-d977-41cc-87bb-82e9793ad481,2024-05-11 15:37:55.129+03,2024-05-11 15:37:55.129+03,4,4
46,EO-IG955,Samsung EO-IG955 - это стильные проводные наушники-вкладыши с чистым звучанием и удобным дизайном. Они обеспечивают комфортное прослушивание музыки или звонков благодаря эргономичным амбушюрам и длинному кабелю.,1490,10,2024-07-15 03:00:00+03,2024-07-22 03:00:00+03,5,0,https://firebasestorage.googleapis.com/v0/b/webstore-410ac.appspot.com/o/%D0%9D%D0%B0%D1%83%D1%88%D0%BD%D0%B8%D0%BA%D0%B8%2F%D0%9D%D0%B0%D1%83%D1%88%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%B2%D0%BA%D0%BB%D0%B0%D0%B4%D1%8B%D1%88%D0%B8%2F17.avif?alt=media&token=feb06ceb-c22f-47eb-bef4-f5b0c47ce0eb,2024-05-11 15:38:19.918+03,2024-05-11 15:38:19.918+03,4,2
72,Mi Gaming Desktop,"Xiaomi Mi Gaming Desktop - это игровой настольный компьютер, который обеспечивает высокую производительность и графику для игр. Он оснащен процессором Intel Core i9 и видеокартой NVIDIA GeForce RTX 3080 для плавного и реалистичного воспроизведения игр. Этот компьютер также имеет эффективную систему охлаждения для поддержания низких температур во время длительных игровых сессий.",169990,0,2024-08-03 03:00:00+03,2024-08-08 03:00:00+03,0,0,https://firebasestorage.googleapis.com/v0/b/webstore-410ac.appspot.com/o/%D0%9A%D0%BE%D0%BC%D0%BF%D1%8C%D1%8E%D1%82%D0%B5%D1%80%D1%8B%2F%D0%A1%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%BD%D1%8B%D0%B5%20%D0%B1%D0%BB%D0%BE%D0%BA%D0%B8%2F42.webp?alt=media&token=95e8eb94-e41f-47cc-98ba-79c9906d0dbb,2024-05-11 16:02:23.229+03,2024-05-11 16:02:23.229+03,9,3
65,Crystal UHD TU8000 65,"Samsung Crystal UHD TU8000 65 - это телевизор с диагональю 65 дюймов и разрешением 4K Ultra HD. Он оснащен технологией Crystal UHD, которая обеспечивает яркое и четкое изображение с высоким уровнем детализации. Этот телевизор также поддерживает HDR, что позволяет вам наслаждаться более яркими и реалистичными цветами. Благодаря частоте обновления 60 Гц, изображение остается плавным даже в динамичных сценах.",79990,0,2024-07-15 03:00:00+03,2024-07-20 03:00:00+03,3,0,https://firebasestorage.googleapis.com/v0/b/webstore-410ac.appspot.com/o/%D0%91%D1%8B%D1%82%D0%BE%D0%B2%D0%B0%D1%8F%20%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B0%2F%D0%A2%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B7%D0%BE%D1%80%D1%8B%2F40.webp?alt=media&token=7a281a8c-d350-44c3-89e7-e1ec6806dba0,2024-05-11 15:57:20.526+03,2024-05-11 15:57:20.526+03,8,2
68,Vision X1 55,"Honor Vision X1 55 - это телевизор с диагональю 55 дюймов и разрешением 4K Ultra HD. Он оснащен технологией 8K HDR, которая обеспечивает удивительно четкое и яркое изображение. Технология Motion Clear позволяет снизить размытие движения для более плавного просмотра быстродвижущихся сцен. Этот телевизор также поддерживает управление голосом и имеет встроенные микрофоны.",59990,0,2024-07-20 03:00:00+03,2024-07-25 03:00:00+03,0,0,https://firebasestorage.googleapis.com/v0/b/webstore-410ac.appspot.com/o/%D0%91%D1%8B%D1%82%D0%BE%D0%B2%D0%B0%D1%8F%20%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B0%2F%D0%A2%D0%B5%D0%BB%D0%B5%D0%B2%D0%B8%D0%B7%D0%BE%D1%80%D1%8B%2F36.jpeg?alt=media&token=86fc98d6-2ef7-4f7c-897d-b53de69ec258,2024-05-11 15:58:55.461+03,2024-05-11 15:58:55.461+03,8,5
